INDICATOR,GEBIEDSTYPE,GEBIEDSCODE,DATE_FROM,DATE_TO,WAARDE
Trend GLG naar 2050,d_swf_welstandsgebieden,285,2020-01-01,,-15
Trend GLG naar 2050,d_swf_welstandsgebieden,286,2020-01-01,,-7
Trend GLG naar 2050,d_swf_welstandsgebieden,287,2020-01-01,,-10
Trend GLG naar 2050,d_swf_welstandsgebieden,288,2020-01-01,,-14
Trend GLG naar 2050,d_swf_welstandsgebieden,289,2020-01-01,,-1
Trend GLG naar 2050,d_swf_welstandsgebieden,364,2020-01-01,,-14
Trend GLG naar 2050,d_swf_welstandsgebieden,365,2020-01-01,,-9
Trend GLG naar 2050,d_swf_welstandsgebieden,366,2020-01-01,,-15
Trend GLG naar 2050,d_swf_welstandsgebieden,367,2020-01-01,,-14
Trend GLG naar 2050,d_swf_welstandsgebieden,368,2020-01-01,,-8
Trend GLG naar 2050,d_swf_welstandsgebieden,369,2020-01-01,,-12
Trend GLG naar 2050,d_swf_welstandsgebieden,370,2020-01-01,,-16
Trend GLG naar 2050,d_swf_welstandsgebieden,371,2020-01-01,,-13
Trend GLG naar 2050,d_swf_welstandsgebieden,372,2020-01-01,,-11
Trend GLG naar 2050,d_swf_welstandsgebieden,397,2020-01-01,,-21
Trend GLG naar 2050,d_swf_welstandsgebieden,398,2020-01-01,,-13
Trend GLG naar 2050,d_swf_welstandsgebieden,399,2020-01-01,,-3
Trend GLG naar 2050,d_swf_welstandsgebieden,380,2020-01-01,,-12
Trend GLG naar 2050,d_swf_welstandsgebieden,381,2020-01-01,,2
Trend GLG naar 2050,d_swf_welstandsgebieden,311,2020-01-01,,-13
Trend GLG naar 2050,d_swf_welstandsgebieden,312,2020-01-01,,-15
Trend GLG naar 2050,d_swf_welstandsgebieden,313,2020-01-01,,-10
Trend GLG naar 2050,d_swf_welstandsgebieden,387,2020-01-01,,-16
Trend GLG naar 2050,d_swf_welstandsgebieden,346,2020-01-01,,-8
Trend GLG naar 2050,d_swf_welstandsgebieden,347,2020-01-01,,-14
Trend GLG naar 2050,d_swf_welstandsgebieden,348,2020-01-01,,-17
Trend GLG naar 2050,d_swf_welstandsgebieden,349,2020-01-01,,-14
Trend GLG naar 2050,d_swf_welstandsgebieden,350,2020-01-01,,1
Trend GLG naar 2050,d_swf_welstandsgebieden,382,2020-01-01,,-6
Trend GLG naar 2050,d_swf_welstandsgebieden,383,2020-01-01,,-3
Trend GLG naar 2050,d_swf_welstandsgebieden,384,2020-01-01,,-1
Trend GLG naar 2050,d_swf_welstandsgebieden,385,2020-01-01,,-9
Trend GLG naar 2050,d_swf_welstandsgebieden,351,2020-01-01,,0
Trend GLG naar 2050,d_swf_welstandsgebieden,388,2020-01-01,,-17
Trend GLG naar 2050,d_swf_welstandsgebieden,389,2020-01-01,,-10
Trend GLG naar 2050,d_swf_welstandsgebieden,390,2020-01-01,,-7
Trend GLG naar 2050,d_swf_welstandsgebieden,391,2020-01-01,,-3
Trend GLG naar 2050,d_swf_welstandsgebieden,360,2020-01-01,,-1
Trend GLG naar 2050,d_swf_welstandsgebieden,361,2020-01-01,,3
Trend GLG naar 2050,d_swf_welstandsgebieden,362,2020-01-01,,-11
Trend GLG naar 2050,d_swf_welstandsgebieden,363,2020-01-01,,-15
Trend GLG naar 2050,d_swf_welstandsgebieden,395,2020-01-01,,-17
Trend GLG naar 2050,d_swf_welstandsgebieden,396,2020-01-01,,-14
Trend GLG naar 2050,d_swf_welstandsgebieden,431,2020-01-01,,-4
Trend GLG naar 2050,d_swf_welstandsgebieden,432,2020-01-01,,-6
Trend GLG naar 2050,d_swf_welstandsgebieden,433,2020-01-01,,-4
Trend GLG naar 2050,d_swf_welstandsgebieden,434,2020-01-01,,-14
Trend GLG naar 2050,d_swf_welstandsgebieden,435,2020-01-01,,-15
Trend GLG naar 2050,d_swf_welstandsgebieden,392,2020-01-01,,-5
Trend GLG naar 2050,d_swf_welstandsgebieden,393,2020-01-01,,-16
Trend GLG naar 2050,d_swf_welstandsgebieden,394,2020-01-01,,-16
Trend GLG naar 2050,d_swf_welstandsgebieden,355,2020-01-01,,-7
Trend GLG naar 2050,d_swf_welstandsgebieden,436,2020-01-01,,-7
Trend GLG naar 2050,d_swf_welstandsgebieden,437,2020-01-01,,-9
Trend GLG naar 2050,d_swf_welstandsgebieden,452,2020-01-01,,-7
Trend GLG naar 2050,d_swf_welstandsgebieden,400,2020-01-01,,-15
Trend GLG naar 2050,d_swf_welstandsgebieden,401,2020-01-01,,-7
Trend GLG naar 2050,d_swf_welstandsgebieden,402,2020-01-01,,-15
Trend GLG naar 2050,d_swf_welstandsgebieden,403,2020-01-01,,-6
Trend GLG naar 2050,d_swf_welstandsgebieden,356,2020-01-01,,-16
Trend GLG naar 2050,d_swf_welstandsgebieden,357,2020-01-01,,-13
Trend GLG naar 2050,d_swf_welstandsgebieden,358,2020-01-01,,-18
Trend GLG naar 2050,d_swf_welstandsgebieden,359,2020-01-01,,-3
Trend GLG naar 2050,d_swf_welstandsgebieden,413,2020-01-01,,3
Trend GLG naar 2050,d_swf_welstandsgebieden,414,2020-01-01,,2
Trend GLG naar 2050,d_swf_welstandsgebieden,415,2020-01-01,,-3
Trend GLG naar 2050,d_swf_welstandsgebieden,416,2020-01-01,,-5
Trend GLG naar 2050,d_swf_welstandsgebieden,417,2020-01-01,,-14
Trend GLG naar 2050,d_swf_welstandsgebieden,418,2020-01-01,,-8
Trend GLG naar 2050,d_swf_welstandsgebieden,419,2020-01-01,,-12
Trend GLG naar 2050,d_swf_welstandsgebieden,430,2020-01-01,,-19
Trend GLG naar 2050,d_swf_welstandsgebieden,447,2020-01-01,,-9
Trend GLG naar 2050,d_swf_welstandsgebieden,448,2020-01-01,,-6
Trend GLG naar 2050,d_swf_welstandsgebieden,449,2020-01-01,,-17
Trend GLG naar 2050,d_swf_welstandsgebieden,450,2020-01-01,,-20
Trend GLG naar 2050,d_swf_welstandsgebieden,451,2020-01-01,,-15
Trend GLG naar 2050,d_swf_welstandsgebieden,404,2020-01-01,,-5
Trend GLG naar 2050,d_swf_welstandsgebieden,405,2020-01-01,,-15
Trend GLG naar 2050,d_swf_welstandsgebieden,406,2020-01-01,,-20
Trend GLG naar 2050,d_swf_welstandsgebieden,407,2020-01-01,,-12
Trend GLG naar 2050,d_swf_welstandsgebieden,408,2020-01-01,,-3
Trend GLG naar 2050,d_swf_welstandsgebieden,409,2020-01-01,,-5
Trend GLG naar 2050,d_swf_welstandsgebieden,410,2020-01-01,,-9
Trend GLG naar 2050,d_swf_welstandsgebieden,441,2020-01-01,,-14
Trend GLG naar 2050,d_swf_welstandsgebieden,442,2020-01-01,,-8
Trend GLG naar 2050,d_swf_welstandsgebieden,438,2020-01-01,,-20
Trend GLG naar 2050,d_swf_welstandsgebieden,411,2020-01-01,,-15
Trend GLG naar 2050,d_swf_welstandsgebieden,412,2020-01-01,,-15
Trend GLG naar 2050,d_swf_welstandsgebieden,440,2020-01-01,,-12
Trend GLG naar 2050,d_swf_welstandsgebieden,426,2020-01-01,,-8
Trend GLG naar 2050,d_swf_welstandsgebieden,427,2020-01-01,,-14
Trend GLG naar 2050,d_swf_welstandsgebieden,428,2020-01-01,,-7
Trend GLG naar 2050,d_swf_welstandsgebieden,429,2020-01-01,,-11
Trend GLG naar 2050,d_swf_welstandsgebieden,477,2020-01-01,,-10
Trend GLG naar 2050,d_swf_welstandsgebieden,478,2020-01-01,,-7
Trend GLG naar 2050,d_swf_welstandsgebieden,479,2020-01-01,,-3
Trend GLG naar 2050,d_swf_welstandsgebieden,480,2020-01-01,,-8
Trend GLG naar 2050,d_swf_welstandsgebieden,481,2020-01-01,,-17
Trend GLG naar 2050,d_swf_welstandsgebieden,482,2020-01-01,,-12
Trend GLG naar 2050,d_swf_welstandsgebieden,439,2020-01-01,,-5
Trend GLG naar 2050,d_swf_welstandsgebieden,465,2020-01-01,,-13
Trend GLG naar 2050,d_swf_welstandsgebieden,443,2020-01-01,,-7
Trend GLG naar 2050,d_swf_welstandsgebieden,453,2020-01-01,,-6
Trend GLG naar 2050,d_swf_welstandsgebieden,454,2020-01-01,,-2
Trend GLG naar 2050,d_swf_welstandsgebieden,455,2020-01-01,,-12
Trend GLG naar 2050,d_swf_welstandsgebieden,457,2020-01-01,,-6
Trend GLG naar 2050,d_swf_welstandsgebieden,458,2020-01-01,,-9
Trend GLG naar 2050,d_swf_welstandsgebieden,459,2020-01-01,,-9
Trend GLG naar 2050,d_swf_welstandsgebieden,460,2020-01-01,,-15
Trend GLG naar 2050,d_swf_welstandsgebieden,444,2020-01-01,,-3
Trend GLG naar 2050,d_swf_welstandsgebieden,445,2020-01-01,,-7
Trend GLG naar 2050,d_swf_welstandsgebieden,446,2020-01-01,,-5
Trend GLG naar 2050,d_swf_welstandsgebieden,476,2020-01-01,,-4
Trend GLG naar 2050,d_swf_welstandsgebieden,560,2020-01-01,,-5
Trend GLG naar 2050,d_swf_welstandsgebieden,561,2020-01-01,,-4
Trend GLG naar 2050,d_swf_welstandsgebieden,466,2020-01-01,,-12
Trend GLG naar 2050,d_swf_welstandsgebieden,467,2020-01-01,,-5
Trend GLG naar 2050,d_swf_welstandsgebieden,468,2020-01-01,,-11
Trend GLG naar 2050,d_swf_welstandsgebieden,469,2020-01-01,,-13
Trend GLG naar 2050,d_swf_welstandsgebieden,518,2020-01-01,,-13
Trend GLG naar 2050,d_swf_welstandsgebieden,519,2020-01-01,,-9
Trend GLG naar 2050,d_swf_welstandsgebieden,520,2020-01-01,,-7
Trend GLG naar 2050,d_swf_welstandsgebieden,484,2020-01-01,,-10
Trend GLG naar 2050,d_swf_welstandsgebieden,485,2020-01-01,,-3
Trend GLG naar 2050,d_swf_welstandsgebieden,456,2020-01-01,,-1
Trend GLG naar 2050,d_swf_welstandsgebieden,483,2020-01-01,,-16
Trend GLG naar 2050,d_swf_welstandsgebieden,420,2020-01-01,,-17
Trend GLG naar 2050,d_swf_welstandsgebieden,421,2020-01-01,,-13
Trend GLG naar 2050,d_swf_welstandsgebieden,422,2020-01-01,,-19
Trend GLG naar 2050,d_swf_welstandsgebieden,423,2020-01-01,,-6
Trend GLG naar 2050,d_swf_welstandsgebieden,424,2020-01-01,,-9
Trend GLG naar 2050,d_swf_welstandsgebieden,425,2020-01-01,,-10
Trend GLG naar 2050,d_swf_welstandsgebieden,463,2020-01-01,,-11
Trend GLG naar 2050,d_swf_welstandsgebieden,464,2020-01-01,,-14
Trend GLG naar 2050,d_swf_welstandsgebieden,487,2020-01-01,,-10
Trend GLG naar 2050,d_swf_welstandsgebieden,488,2020-01-01,,-6
Trend GLG naar 2050,d_swf_welstandsgebieden,470,2020-01-01,,-12
Trend GLG naar 2050,d_swf_welstandsgebieden,554,2020-01-01,,-7
Trend GLG naar 2050,d_swf_welstandsgebieden,512,2020-01-01,,-7
Trend GLG naar 2050,d_swf_welstandsgebieden,513,2020-01-01,,-8
Trend GLG naar 2050,d_swf_welstandsgebieden,514,2020-01-01,,-6
Trend GLG naar 2050,d_swf_welstandsgebieden,471,2020-01-01,,-7
Trend GLG naar 2050,d_swf_welstandsgebieden,472,2020-01-01,,-6
Trend GLG naar 2050,d_swf_welstandsgebieden,473,2020-01-01,,-15
Trend GLG naar 2050,d_swf_welstandsgebieden,474,2020-01-01,,3
Trend GLG naar 2050,d_swf_welstandsgebieden,475,2020-01-01,,-6
Trend GLG naar 2050,d_swf_welstandsgebieden,576,2020-01-01,,-1
Trend GLG naar 2050,d_swf_welstandsgebieden,577,2020-01-01,,-14
Trend GLG naar 2050,d_swf_welstandsgebieden,587,2020-01-01,,-12
Trend GLG naar 2050,d_swf_welstandsgebieden,588,2020-01-01,,-12
Trend GLG naar 2050,d_swf_welstandsgebieden,592,2020-01-01,,-5
Trend GLG naar 2050,d_swf_welstandsgebieden,593,2020-01-01,,-12
Trend GLG naar 2050,d_swf_welstandsgebieden,594,2020-01-01,,0
Trend GLG naar 2050,d_swf_welstandsgebieden,506,2020-01-01,,-13
Trend GLG naar 2050,d_swf_welstandsgebieden,507,2020-01-01,,-8
Trend GLG naar 2050,d_swf_welstandsgebieden,461,2020-01-01,,-6
Trend GLG naar 2050,d_swf_welstandsgebieden,462,2020-01-01,,-5
Trend GLG naar 2050,d_swf_welstandsgebieden,486,2020-01-01,,-18
Trend GLG naar 2050,d_swf_welstandsgebieden,599,2020-01-01,,-13
Trend GLG naar 2050,d_swf_welstandsgebieden,601,2020-01-01,,-8
Trend GLG naar 2050,d_swf_welstandsgebieden,604,2020-01-01,,-11
Trend GLG naar 2050,d_swf_welstandsgebieden,552,2020-01-01,,-14
Trend GLG naar 2050,d_swf_welstandsgebieden,553,2020-01-01,,-5
Trend GLG naar 2050,d_swf_welstandsgebieden,589,2020-01-01,,-8
Trend GLG naar 2050,d_swf_welstandsgebieden,494,2020-01-01,,-4
Trend GLG naar 2050,d_swf_welstandsgebieden,495,2020-01-01,,-19
Trend GLG naar 2050,d_swf_welstandsgebieden,496,2020-01-01,,-9
Trend GLG naar 2050,d_swf_welstandsgebieden,500,2020-01-01,,-10
Trend GLG naar 2050,d_swf_welstandsgebieden,605,2020-01-01,,-14
Trend GLG naar 2050,d_swf_welstandsgebieden,607,2020-01-01,,-10
Trend GLG naar 2050,d_swf_welstandsgebieden,542,2020-01-01,,-20
Trend GLG naar 2050,d_swf_welstandsgebieden,532,2020-01-01,,-9
Trend GLG naar 2050,d_swf_welstandsgebieden,523,2020-01-01,,-5
Trend GLG naar 2050,d_swf_welstandsgebieden,524,2020-01-01,,-6
Trend GLG naar 2050,d_swf_welstandsgebieden,525,2020-01-01,,-11
Trend GLG naar 2050,d_swf_welstandsgebieden,508,2020-01-01,,-4
Trend GLG naar 2050,d_swf_welstandsgebieden,509,2020-01-01,,-6
Trend GLG naar 2050,d_swf_welstandsgebieden,536,2020-01-01,,18
Trend GLG naar 2050,d_swf_welstandsgebieden,537,2020-01-01,,-4
Trend GLG naar 2050,d_swf_welstandsgebieden,538,2020-01-01,,-18
Trend GLG naar 2050,d_swf_welstandsgebieden,539,2020-01-01,,-8
Trend GLG naar 2050,d_swf_welstandsgebieden,533,2020-01-01,,-6
Trend GLG naar 2050,d_swf_welstandsgebieden,534,2020-01-01,,-14
Trend GLG naar 2050,d_swf_welstandsgebieden,535,2020-01-01,,-12
Trend GLG naar 2050,d_swf_welstandsgebieden,578,2020-01-01,,-10
Trend GLG naar 2050,d_swf_welstandsgebieden,596,2020-01-01,,-6
Trend GLG naar 2050,d_swf_welstandsgebieden,515,2020-01-01,,-1
Trend GLG naar 2050,d_swf_welstandsgebieden,570,2020-01-01,,-17
Trend GLG naar 2050,d_swf_welstandsgebieden,521,2020-01-01,,-11
Trend GLG naar 2050,d_swf_welstandsgebieden,522,2020-01-01,,-11
Trend GLG naar 2050,d_swf_welstandsgebieden,571,2020-01-01,,-10
Trend GLG naar 2050,d_swf_welstandsgebieden,572,2020-01-01,,-6
Trend GLG naar 2050,d_swf_welstandsgebieden,606,2020-01-01,,-11
Trend GLG naar 2050,d_swf_welstandsgebieden,613,2020-01-01,,-15
Trend GLG naar 2050,d_swf_welstandsgebieden,614,2020-01-01,,-13
Trend GLG naar 2050,d_swf_welstandsgebieden,615,2020-01-01,,-8
Trend GLG naar 2050,d_swf_welstandsgebieden,616,2020-01-01,,-3
Trend GLG naar 2050,d_swf_welstandsgebieden,617,2020-01-01,,-13
Trend GLG naar 2050,d_swf_welstandsgebieden,618,2020-01-01,,-16
Trend GLG naar 2050,d_swf_welstandsgebieden,619,2020-01-01,,-8
Trend GLG naar 2050,d_swf_welstandsgebieden,620,2020-01-01,,-10
Trend GLG naar 2050,d_swf_welstandsgebieden,621,2020-01-01,,-11
Trend GLG naar 2050,d_swf_welstandsgebieden,622,2020-01-01,,-6
Trend GLG naar 2050,d_swf_welstandsgebieden,623,2020-01-01,,-6
Trend GLG naar 2050,d_swf_welstandsgebieden,624,2020-01-01,,-4
Trend GLG naar 2050,d_swf_welstandsgebieden,625,2020-01-01,,-17
Trend GLG naar 2050,d_swf_welstandsgebieden,626,2020-01-01,,-17
Trend GLG naar 2050,d_swf_welstandsgebieden,627,2020-01-01,,-9
Trend GLG naar 2050,d_swf_welstandsgebieden,628,2020-01-01,,-17
Trend GLG naar 2050,d_swf_welstandsgebieden,629,2020-01-01,,-18
Trend GLG naar 2050,d_swf_welstandsgebieden,630,2020-01-01,,-16
Trend GLG naar 2050,d_swf_welstandsgebieden,631,2020-01-01,,-15
Trend GLG naar 2050,d_swf_welstandsgebieden,632,2020-01-01,,-21
Trend GLG naar 2050,d_swf_welstandsgebieden,633,2020-01-01,,-12
Trend GLG naar 2050,d_swf_welstandsgebieden,634,2020-01-01,,-13
Trend GLG naar 2050,d_swf_welstandsgebieden,635,2020-01-01,,-14
Trend GLG naar 2050,d_swf_welstandsgebieden,636,2020-01-01,,-20
Trend GLG naar 2050,d_swf_welstandsgebieden,637,2020-01-01,,-23
Trend GLG naar 2050,d_swf_welstandsgebieden,638,2020-01-01,,-18
Trend GLG naar 2050,d_swf_welstandsgebieden,639,2020-01-01,,-10
Trend GLG naar 2050,d_swf_welstandsgebieden,640,2020-01-01,,-10
Trend GLG naar 2050,d_swf_welstandsgebieden,641,2020-01-01,,-11
Trend GLG naar 2050,d_swf_welstandsgebieden,642,2020-01-01,,-3
Trend GLG naar 2050,d_swf_welstandsgebieden,643,2020-01-01,,-11
Trend GLG naar 2050,d_swf_welstandsgebieden,644,2020-01-01,,-11
Trend GLG naar 2050,d_swf_welstandsgebieden,645,2020-01-01,,-11
Trend GLG naar 2050,d_swf_welstandsgebieden,646,2020-01-01,,-20
Trend GLG naar 2050,d_swf_welstandsgebieden,647,2020-01-01,,-21
Trend GLG naar 2050,d_swf_welstandsgebieden,648,2020-01-01,,-14
Trend GLG naar 2050,d_swf_welstandsgebieden,649,2020-01-01,,-12
Trend GLG naar 2050,d_swf_welstandsgebieden,650,2020-01-01,,-15
Trend GLG naar 2050,d_swf_welstandsgebieden,651,2020-01-01,,-13
Trend GLG naar 2050,d_swf_welstandsgebieden,652,2020-01-01,,-9
Trend GLG naar 2050,d_swf_welstandsgebieden,653,2020-01-01,,-8
Trend GLG naar 2050,d_swf_welstandsgebieden,654,2020-01-01,,-3
Trend GLG naar 2050,d_swf_welstandsgebieden,655,2020-01-01,,-8
Trend GLG naar 2050,d_swf_welstandsgebieden,656,2020-01-01,,-7
Trend GLG naar 2050,d_swf_welstandsgebieden,657,2020-01-01,,-18
Trend GLG naar 2050,d_swf_welstandsgebieden,658,2020-01-01,,-16
Trend GLG naar 2050,d_swf_welstandsgebieden,659,2020-01-01,,-19
Trend GLG naar 2050,d_swf_welstandsgebieden,660,2020-01-01,,-14
Trend GLG naar 2050,d_swf_welstandsgebieden,661,2020-01-01,,-16
Trend GLG naar 2050,d_swf_welstandsgebieden,662,2020-01-01,,-15
Trend GLG naar 2050,d_swf_welstandsgebieden,663,2020-01-01,,-14
Trend GLG naar 2050,d_swf_welstandsgebieden,664,2020-01-01,,-14
Trend GLG naar 2050,d_swf_welstandsgebieden,665,2020-01-01,,-14
Trend GLG naar 2050,d_swf_welstandsgebieden,666,2020-01-01,,-15
Trend GLG naar 2050,d_swf_welstandsgebieden,667,2020-01-01,,-6
Trend GLG naar 2050,d_swf_welstandsgebieden,668,2020-01-01,,-6
Trend GLG naar 2050,d_swf_welstandsgebieden,669,2020-01-01,,-13
Trend GLG naar 2050,d_swf_welstandsgebieden,670,2020-01-01,,-6
Trend GLG naar 2050,d_swf_welstandsgebieden,671,2020-01-01,,-16
Trend GLG naar 2050,d_swf_welstandsgebieden,672,2020-01-01,,-6
Trend GLG naar 2050,d_swf_welstandsgebieden,673,2020-01-01,,-12
Trend GLG naar 2050,d_swf_welstandsgebieden,674,2020-01-01,,-8
Trend GLG naar 2050,d_swf_welstandsgebieden,675,2020-01-01,,-8
Trend GLG naar 2050,d_swf_welstandsgebieden,676,2020-01-01,,-13
Trend GLG naar 2050,d_swf_welstandsgebieden,677,2020-01-01,,-14
Trend GLG naar 2050,d_swf_welstandsgebieden,678,2020-01-01,,-16
Trend GLG naar 2050,d_swf_welstandsgebieden,679,2020-01-01,,-20
Trend GLG naar 2050,d_swf_welstandsgebieden,680,2020-01-01,,-6
Trend GLG naar 2050,d_swf_welstandsgebieden,681,2020-01-01,,-10
Trend GLG naar 2050,d_swf_welstandsgebieden,682,2020-01-01,,-12
Trend GLG naar 2050,d_swf_welstandsgebieden,683,2020-01-01,,-11
Trend GLG naar 2050,d_swf_welstandsgebieden,684,2020-01-01,,-19
Trend GLG naar 2050,d_swf_welstandsgebieden,685,2020-01-01,,-19
Trend GLG naar 2050,d_swf_welstandsgebieden,686,2020-01-01,,-19
Trend GLG naar 2050,d_swf_welstandsgebieden,687,2020-01-01,,-17
Trend GLG naar 2050,d_swf_welstandsgebieden,688,2020-01-01,,-13
Trend GLG naar 2050,d_swf_welstandsgebieden,689,2020-01-01,,-18
Trend GLG naar 2050,d_swf_welstandsgebieden,690,2020-01-01,,-16
Trend GLG naar 2050,d_swf_welstandsgebieden,691,2020-01-01,,-19
Trend GLG naar 2050,d_swf_welstandsgebieden,692,2020-01-01,,-4
Trend GLG naar 2050,d_swf_welstandsgebieden,693,2020-01-01,,-2
Trend GLG naar 2050,d_swf_welstandsgebieden,694,2020-01-01,,1
Trend GLG naar 2050,d_swf_welstandsgebieden,695,2020-01-01,,-7
Trend GLG naar 2050,d_swf_welstandsgebieden,696,2020-01-01,,-12
Trend GLG naar 2050,d_swf_welstandsgebieden,697,2020-01-01,,-2
Trend GLG naar 2050,d_swf_welstandsgebieden,698,2020-01-01,,-5
Trend GLG naar 2050,d_swf_welstandsgebieden,699,2020-01-01,,-7
Trend GLG naar 2050,d_swf_welstandsgebieden,700,2020-01-01,,-3
Trend GLG naar 2050,d_swf_welstandsgebieden,701,2020-01-01,,-2
Trend GLG naar 2050,d_swf_welstandsgebieden,702,2020-01-01,,-6
Trend GLG naar 2050,d_swf_welstandsgebieden,703,2020-01-01,,-4
Trend GLG naar 2050,d_swf_welstandsgebieden,704,2020-01-01,,-16
Trend GLG naar 2050,d_swf_welstandsgebieden,705,2020-01-01,,-16
Trend GLG naar 2050,d_swf_welstandsgebieden,706,2020-01-01,,-17
Trend GLG naar 2050,d_swf_welstandsgebieden,707,2020-01-01,,-7
Trend GLG naar 2050,d_swf_welstandsgebieden,708,2020-01-01,,-5
Trend GLG naar 2050,d_swf_welstandsgebieden,709,2020-01-01,,3
Trend GLG naar 2050,d_swf_welstandsgebieden,710,2020-01-01,,-3
Trend GLG naar 2050,d_swf_welstandsgebieden,713,2020-01-01,,-5
Trend GLG naar 2050,d_swf_welstandsgebieden,714,2020-01-01,,-3
Trend GLG naar 2050,d_swf_welstandsgebieden,715,2020-01-01,,-2
Trend GLG naar 2050,d_swf_welstandsgebieden,716,2020-01-01,,1
Trend GLG naar 2050,d_swf_welstandsgebieden,717,2020-01-01,,-15
Trend GLG naar 2050,d_swf_welstandsgebieden,718,2020-01-01,,-14
Trend GLG naar 2050,d_swf_welstandsgebieden,719,2020-01-01,,-13
Trend GLG naar 2050,d_swf_welstandsgebieden,720,2020-01-01,,-16
Trend GLG naar 2050,d_swf_welstandsgebieden,721,2020-01-01,,-15
Trend GLG naar 2050,d_swf_welstandsgebieden,722,2020-01-01,,-17
Trend GLG naar 2050,d_swf_welstandsgebieden,723,2020-01-01,,-14
Trend GLG naar 2050,d_swf_welstandsgebieden,724,2020-01-01,,-16
Trend GLG naar 2050,d_swf_welstandsgebieden,725,2020-01-01,,0
Trend GLG naar 2050,d_swf_welstandsgebieden,726,2020-01-01,,-3
Trend GLG naar 2050,d_swf_welstandsgebieden,727,2020-01-01,,-7
Trend GLG naar 2050,d_swf_welstandsgebieden,728,2020-01-01,,-5
Trend GLG naar 2050,d_swf_welstandsgebieden,729,2020-01-01,,-11
Trend GLG naar 2050,d_swf_welstandsgebieden,730,2020-01-01,,-3
Trend GLG naar 2050,d_swf_welstandsgebieden,731,2020-01-01,,-3
Trend GLG naar 2050,d_swf_welstandsgebieden,732,2020-01-01,,1
Trend GLG naar 2050,d_swf_welstandsgebieden,733,2020-01-01,,1
Trend GLG naar 2050,d_swf_welstandsgebieden,734,2020-01-01,,-3
Trend GLG naar 2050,d_swf_welstandsgebieden,735,2020-01-01,,3
Trend GLG naar 2050,d_swf_welstandsgebieden,736,2020-01-01,,-2
Trend GLG naar 2050,d_swf_welstandsgebieden,737,2020-01-01,,-2
Trend GLG naar 2050,d_swf_welstandsgebieden,738,2020-01-01,,-14
Trend GLG naar 2050,d_swf_welstandsgebieden,739,2020-01-01,,-11
Trend GLG naar 2050,d_swf_welstandsgebieden,740,2020-01-01,,-11
Trend GLG naar 2050,d_swf_welstandsgebieden,741,2020-01-01,,-7
Trend GLG naar 2050,d_swf_welstandsgebieden,742,2020-01-01,,-10
Trend GLG naar 2050,d_swf_welstandsgebieden,743,2020-01-01,,-5
Trend GLG naar 2050,d_swf_welstandsgebieden,744,2020-01-01,,-9
Trend GLG naar 2050,d_swf_welstandsgebieden,745,2020-01-01,,-5
Trend GLG naar 2050,d_swf_welstandsgebieden,746,2020-01-01,,-14
Trend GLG naar 2050,d_swf_welstandsgebieden,747,2020-01-01,,-1
Trend GLG naar 2050,d_swf_welstandsgebieden,748,2020-01-01,,-1
Trend GLG naar 2050,d_swf_welstandsgebieden,749,2020-01-01,,-5
Trend GLG naar 2050,d_swf_welstandsgebieden,750,2020-01-01,,-7
Trend GLG naar 2050,d_swf_welstandsgebieden,751,2020-01-01,,-11
Trend GLG naar 2050,d_swf_welstandsgebieden,752,2020-01-01,,-17
Trend GLG naar 2050,d_swf_welstandsgebieden,753,2020-01-01,,-7
Trend GLG naar 2050,d_swf_welstandsgebieden,754,2020-01-01,,-6
Trend GLG naar 2050,d_swf_welstandsgebieden,755,2020-01-01,,-13
Trend GLG naar 2050,d_swf_welstandsgebieden,756,2020-01-01,,-7
Trend GLG naar 2050,d_swf_welstandsgebieden,757,2020-01-01,,-8
Trend GLG naar 2050,d_swf_welstandsgebieden,758,2020-01-01,,-13
Trend GLG naar 2050,d_swf_welstandsgebieden,563,2020-01-01,,-12
Trend GLG naar 2050,d_swf_welstandsgebieden,564,2020-01-01,,-1
Trend GLG naar 2050,d_swf_welstandsgebieden,493,2020-01-01,,-11
Trend GLG naar 2050,d_swf_welstandsgebieden,543,2020-01-01,,-4
Trend GLG naar 2050,d_swf_welstandsgebieden,583,2020-01-01,,-5
Trend GLG naar 2050,d_swf_welstandsgebieden,584,2020-01-01,,-15
Trend GLG naar 2050,d_swf_welstandsgebieden,546,2020-01-01,,-5
Trend GLG naar 2050,d_swf_welstandsgebieden,547,2020-01-01,,-13
Trend GLG naar 2050,d_swf_welstandsgebieden,548,2020-01-01,,-9
Trend GLG naar 2050,d_swf_welstandsgebieden,549,2020-01-01,,-11
Trend GLG naar 2050,d_swf_welstandsgebieden,550,2020-01-01,,-6
Trend GLG naar 2050,d_swf_welstandsgebieden,551,2020-01-01,,-7
Trend GLG naar 2050,d_swf_welstandsgebieden,591,2020-01-01,,-13
Trend GLG naar 2050,d_swf_welstandsgebieden,530,2020-01-01,,-15
Trend GLG naar 2050,d_swf_welstandsgebieden,609,2020-01-01,,-11
Trend GLG naar 2050,d_swf_welstandsgebieden,610,2020-01-01,,-11
Trend GLG naar 2050,d_swf_welstandsgebieden,566,2020-01-01,,-12
Trend GLG naar 2050,d_swf_welstandsgebieden,567,2020-01-01,,0
Trend GLG naar 2050,d_swf_welstandsgebieden,568,2020-01-01,,-10
Trend GLG naar 2050,d_swf_welstandsgebieden,569,2020-01-01,,-18
Trend GLG naar 2050,d_swf_welstandsgebieden,544,2020-01-01,,-13
